Tags;Checked;Name;Formula;Annot. Source: Predicted Compositions;Annot. Source: mzCloud Search;Annot. Source: mzVault Search;Annot. Source: ChemSpider Search;Annot. Source: MassList Search;Annot. DeltaMass [ppm];Calc. MW;m/z;RT [min];Area (Max.);# ChemSpider Results;# mzCloud Results;# mzVault Results;mzCloud Best Match;mzCloud Best Match Confidence;mzCloud Best Sim. Match;mzVault Best Match;Mass List Match: Endogenous Metabolites database 4400 compounds;Mass List Match: Natural Products Atlas 2020_06;MS2;Reference Ion;Area: JB10553.raw (F1);Area: JB10553_20250303023609.raw (F2);Peak Rating: JB10553.raw (F1);Peak Rating: JB10553_20250303023609.raw (F2)
;FALSO;;C5 H8 N6 O4;Full match;No results;No results;No match;No results;1,12;216,06095;217,06822;1,916;289176,0025;5;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;286677,246;289176,0025;7,6;7,1
;FALSO;;;No results;No results;No results;No results;No results;;745,77546;746,78274;1,054;202771,5117;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;202771,5117;158648,2144;2,2;7,1
;FALSO;tranexamic acid;C8 H15 N O2;Full match;No results;No results;Full match;Partial match;-0,01;157,11028;158,11755;4,257;619215,2261;42;0;0;;;;;No matches found;Single match found;DDA for preferred ion;[M+H]+1;619215,2261;604518,7583;4,1;5,8
;FALSO;;;No results;No results;No results;No results;No results;;1265,66159;633,83807;1,068;218023,4249;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;218023,4249;;7,1;
;FALSO;;C6 H2 Cl2 N6 O6 S5;Full match;No results;No results;No results;No results;-0,36;483,80147;484,80874;1,125;181312,4331;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;181312,4331;159281,4993;8,2;7,6
;FALSO;;C37 H85 Cl N7 P3;Full match;No results;No results;No results;No results;-1,31;755,57579;756,58307;1,146;155301,2815;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;155301,2815;;7,6;
;FALSO;;C24 H38 N O8 P S;Full match;No results;No results;No results;No results;-1,33;531,20487;266,60971;6,917;1050395,541;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;1050395,541;;4,5;
;FALSO;3-MeO-PCP;C18 H27 N O;Full match;No results;No results;Full match;No results;0,1;273,20929;274,21657;6,18;419576,4399;5;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;364042,9709;419576,4399;7,1;5,8
;FALSO;EDDA;C6 H12 N2 O4;Full match;No results;No results;Full match;No results;0,39;176,07977;177,08705;0,306;103083,0548;13;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;103083,0548;;6,5
;FALSO;Dodecylethanol amide;C14 H29 N O2;Full match;No results;No results;Full match;No results;0,06;243,21984;244,22712;6,366;1176891,076;3;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;1043548,428;1176891,076;4,5;5
;FALSO;;C7 H6 N2 P2;Full match;No results;No results;No match;No results;2,62;180,00109;181,00837;1,321;330127,8141;1;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;330127,8141;327588,2076;7,6;7,6
;FALSO;;;No results;No results;No results;No results;No results;;645,29741;646,30469;0,978;107400,3618;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;107400,3618;;4,9;
;FALSO;;C7 H4 O;Full match;No results;No results;No results;No results;0,26;104,02624;105,03352;4,83;392036,7722;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;392036,7722;357160,6445;6;7,1
;FALSO;;;No results;No results;No results;No results;No results;;749,77812;750,7854;1,112;125763,5201;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;125763,5201;;7,6;
;FALSO;;C H Cl4 N2 O3 P3;Full match;No results;No results;No results;No results;-0,31;321,79531;322,80334;1,143;178935,7335;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;178935,7335;;7,6;
;FALSO;;;No results;No results;No results;No results;No results;;683,5703;684,57758;1,145;212711,4401;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;212711,4401;;7,1
;FALSO;;;No results;No results;No results;No results;No results;;243,77952;244,78679;1,15;265010,3447;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;253393,3088;265010,3447;7,6;6
;FALSO;n-butyl methacrylate;C8 H14 O2;Full match;Invalid mass;No results;Full match;Partial match;0,05;142,09939;143,10666;1,546;6001656,629;98;3;0;;;44,6;;No matches found;Single match found;DDA for preferred ion;[M+H]+1;2899772,479;6001656,629;3,2;4
;FALSO;;C6 H8 N8 O4;Full match;No results;No results;No match;No results;0,49;256,06697;257,07425;1,365;428482,8868;5;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;396763,1665;428482,8868;7,4;4,7
;FALSO;;;No results;No results;No results;No results;No results;;1361,28757;681,65106;1,139;148105,2558;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;148105,2558;;7,6;
;FALSO;;;No results;No results;No results;No results;No results;;797,40956;798,41683;1,175;195508,6821;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;168195,1342;195508,6821;7,6;7,6
;FALSO;;;No results;No results;No results;No results;No results;;76,49314;77,50042;0,303;84010,35517;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;84010,35517;;7,1
;FALSO;;C47 H82 O12 S2;Full match;No results;No results;No results;No results;-0,69;902,52414;452,26935;7,401;555217,6102;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;;555217,6102;;4,1
;FALSO;;C40 H79 N4 O P3 S2;Full match;No results;No results;No results;No match;-2,95;788,48849;395,25152;6,745;644306,848;0;0;0;;;;;No matches found;Single match found;No MS2;[M+2H]+2;644306,848;500356,1718;3;5,2
;FALSO;;;No results;No results;No results;No results;No results;;283,2595;284,26657;1,176;305716,012;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;305716,012;;6,5;
;FALSO;5-Oxidanidyl-5-oxidanylidenenorvalylthreonine;C9 H15 N2 O6;No results;No results;No results;Full match;No results;0,47;247,09313;248,1004;1,502;82121,24185;2;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;82121,24185;;5,4
;FALSO;;C7 H15 Br N4 O7;Full match;No results;No results;No match;No results;-4,25;346,01094;347,01822;1,383;360261,3756;2;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;360261,3756;;7,6;
;FALSO;;C5 H Br Cl N10 O10 P S5;Full match;No results;No results;No results;No results;-0,53;665,70867;666,71594;1,13;161097,4715;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;161097,4715;;7,6;
;FALSO;;;No results;No results;No results;No results;No results;;225,88374;226,89101;1,082;216436,8934;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;196411,6635;216436,8934;4,3;7,1
;FALSO;;;No results;No results;No results;No results;No results;;779,65441;780,66168;1,136;176062,2311;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;176062,2311;;7,1
;FALSO;;C H2 Br2 Cl P S2;Full match;No results;No results;No results;No results;-2,64;301,73828;302,74556;1,169;464285,2583;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;464285,2583;459934,3077;6,8;2
;FALSO;;C12 H30 N9 O9 P;Full match;No results;No results;No results;No results;2,5;475,1916;476,19887;1,813;439213,4854;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;439213,4854;347748,2417;7,4;7,1
;FALSO;2-morpholinoacetic acid;C6 H11 N O3;Full match;No results;No results;Full match;Full match;0,32;145,07394;146,08122;1,24;471933,1756;29;0;0;;;;;Multiple matches found;No matches found;No MS2;[M+H]+1;471933,1756;396040,5257;6,8;3,6
;FALSO;3-AB;C7 H8 N2 O;Full match;No results;No results;Full match;Full match;0,21;136,06369;137,07097;1,332;563753,3773;22;0;0;;;;;Multiple matches found;No matches found;No MS2;[M+H]+1;563753,3773;537940,6908;2,5;4,7
;FALSO;;C3 H5 Cl4 N2 O13 P3 S4;Full match;No results;No results;No results;No results;-1,01;637,6635;638,67078;1,144;125502,9647;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;125502,9647;;7,1;
;FALSO;POBN;C10 H14 N2 O2;Full match;No results;No results;Full match;Full match;0,21;194,10557;195,11284;4,181;554881,7802;37;0;0;;;;;Single match found;Single match found;No MS2;[M+H]+1;554881,7802;506901,0256;6,3;5,8
;FALSO;;C18 H24 N2 S2;Full match;No results;No results;No results;No match;-2,38;332,1373;333,14458;6,153;442573,9034;0;0;0;;;;;No matches found;Multiple matches found;No MS2;[M+H]+1;391063,2133;442573,9034;7,1;5,2
;FALSO;;C8 H12 Cl N2 O3 P;Full match;No results;No results;No results;No results;-1,95;250,02692;251,03419;1,963;292807,7588;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;283288,2506;292807,7588;7,6;5,4
;FALSO;2-Methoxy-6-nitrobenzonitrile;C8 H6 N2 O3;Full match;No results;No results;Full match;No results;-0,41;178,03777;179,04505;1,961;205664,0399;2;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;205664,0399;187414,7124;7,6;8,2
;FALSO;;C5 H13 N6 O3 P;Full match;No results;No results;No match;No match;4,3;236,07969;237,08697;4,129;418138,9196;7;0;0;;;;;Multiple matches found;Single match found;DDA for preferred ion;[M+H]+1;418138,9196;372974,6557;5,2;6,5
;FALSO;N-{3-[(4aS,7aS)-2-amino-4H,4aH,5H,7H-furo[3,4-d][1,3]thiazin-7a-yl]-4-fluorophenyl}-5-fluoropyridine-2-carboxamide;C18 H16 F2 N4 O2 S;No results;No results;No results;Full match;No match;-3,74;390,09474;391,10202;1,248;170353,0165;12;0;0;;;;;No matches found;Multiple matches found;No MS2;[M+H]+1;;170353,0165;;7,6
;FALSO;;C37 H57 O10 P;Full match;No results;No results;No match;No results;0,22;692,36909;693,37637;8,11;553771,3052;1;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;477939,5753;553771,3052;6,8;5,8
;FALSO;Iocetamic acid;C12 H13 I3 N2 O3;No results;No results;No results;Full match;No results;-4,09;613,80351;614,81079;1,097;185718,0746;2;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;185718,0746;179387,8005;7,6;7,6
;FALSO;;;No results;No results;No results;No results;No results;;695,46912;696,4764;1,176;218924,869;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;218924,869;193886,5949;7,1;7,6
;FALSO;;C H Cl2 N4 O2 P S;Full match;No results;No results;No results;No results;0,03;233,8935;234,90077;1,127;196671,8196;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;196671,8196;;7,1;
;FALSO;N(1)-acetylspermidine;C9 H21 N3 O;No results;No results;No results;Full match;Full match;-0,55;187,16836;188,17564;1,155;194604,553;2;0;0;;;;;Multiple matches found;No matches found;No MS2;[M+H]+1;194604,553;191607,833;6,5;5,4
;FALSO;;;No results;No results;No results;No results;No results;;647,69219;648,69946;1,139;173992,7202;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;173992,7202;;7,6;
;FALSO;8,8?-Ethane-1,2-diylbis(1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione);C16 H18 N8 O4;No results;No results;No results;Full match;No results;-4,34;386,14342;387,1507;1,592;620399,1233;1;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;620399,1233;416083,0435;3;6,8
;FALSO;"[Similar to: (1R,2R,5S,8S,9S,10R,11R,12S)-5,12-dihydroxy-11-methyl-6-methylidene-16-oxo-15-oxapentacyclo[9.3.2.1‚Åµ,‚Å∏.0¬a,¬a‚Å∞.0¬?,‚Å∏]heptadec-13-ene-9-carboxylic acid; ?Mass: -202.1668 Da]";C2 H2 N4 P2;Full match;Invalid mass;No results;No match;No results;-4,16;143,97487;144,98215;0,337;184436,2569;1;1;0;;;42,2;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;;184436,2569;;6,5
;FALSO;;;No results;No results;No results;No results;No results;;111,01589;112,02317;1,022;269503,1102;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;186964,0017;269503,1102;3,3;5,4
;FALSO;?-Alanyl-L-histidyl-L-seryl-L-histidine;C18 H26 N8 O6;No results;No results;No results;Full match;No results;-2,4;450,19645;451,20373;1,543;506906,1864;2;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;206775,8547;506906,1864;7,1;2
;FALSO;;;No results;No results;No results;No results;No results;;595,52577;596,53305;1,177;247927,2746;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;247927,2746;195893,0292;7,1;7,1
;FALSO;;C4 H2 O10 P2 S;Full match;No results;No results;No results;No results;-0,21;303,88432;304,8916;0,34;306248,0264;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;306248,0264;;4,9
;FALSO;hymecromone;C10 H8 O3;Full match;No results;No results;Full match;Full match;0,03;176,04735;177,05463;7,367;599767,5457;23;0;0;;;;;Multiple matches found;Multiple matches found;No MS2;[M+H]+1;;599767,5457;;5,2
;FALSO;;;No results;No results;No results;No results;No results;;655,79875;656,80603;1,093;237986,9537;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;237986,9537;;7,1
;FALSO;;;No results;No results;No results;No results;No results;;652,66216;653,66943;1,135;162335,3664;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;162335,3664;;7,6
;FALSO;;C11 H28 N6 O5 S;Full match;No results;No results;No match;No match;-1,79;356,18355;357,19083;7,159;5939871,347;4;0;0;;;;;No matches found;Single match found;No MS2;[M+H]+1;5939871,347;1738682,525;5,1;3,9
;FALSO;Pivagabine;C9 H17 N O3;No results;No results;No results;Full match;Full match;0,14;187,12087;188,12815;1,815;465938,9223;14;0;0;;;;;Single match found;No matches found;No MS2;[M+H]+1;465938,9223;411155,8776;1,4;6,8
;FALSO;;C9 H19 N6 O8 P;Full match;No results;No results;No match;No results;2,82;370,10124;371,10852;1,925;360231,8903;1;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;324428,6555;360231,8903;4,9;7,1
;FALSO;Neomastoidin A;C25 H45 N O6;Full match;No results;No results;No results;Full match;0,11;455,32474;456,33202;6,831;378180,4064;0;0;0;;;;;No matches found;Single match found;No MS2;[M+H]+1;367957,4201;378180,4064;8,2;7,6
;FALSO;DL-Thyroxine;C15 H11 I4 N O4;No results;No results;No results;Full match;Full match;0,29;776,68691;777,69418;6,587;339011,8222;29;0;0;;;;;Single match found;No matches found;No MS2;[M+H]+1;336995,0238;339011,8222;7,6;8,2
;FALSO;L-(+)-Leucine;C6 H13 N O2;Full match;No results;No results;Full match;Full match;0,53;131,0947;132,10197;1,013;541963,2852;52;0;0;;;;;Multiple matches found;No matches found;No MS2;[M+H]+1;;541963,2852;;6,8
;FALSO;;C42 H85 N5 O2;Full match;No results;No results;No results;No results;0,19;691,67046;692,67773;1,136;220595,4353;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;220595,4353;;6,5;
;FALSO;;;No results;No results;No results;No results;No results;;393,696;394,70328;1,173;263635,4338;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;263635,4338;;7,6
;FALSO;;;No results;No results;No results;No results;No results;;495,85228;496,85956;1,025;158395,767;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;158395,767;;7,6
;FALSO;;;No results;No results;No results;No results;No results;;711,57736;712,58502;1,147;183461,8071;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;183461,8071;;7,6
;FALSO;;;No results;No results;No results;No results;No results;;181,89475;182,90202;1,119;551758,7493;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;551758,7493;185888,7315;3,6;6
;FALSO;;;No results;No results;No results;No results;No results;;679,62267;680,62994;1,145;199734,9589;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;199734,9589;;7,1;
;FALSO;4,7,10-TRIOXA-1,13-TRIDECANEDIAMINE;C10 H24 N2 O3;Full match;No results;No results;Full match;No results;0,29;220,17876;221,18603;1,31;282811,1612;2;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;241184,8309;282811,1612;7,6;8,2
;FALSO;2,4-Nonadien-1-al;C9 H14 O;Full match;Invalid mass;No results;Full match;Full match;0,21;138,10449;139,11177;7,267;6462782,309;41;1;0;;;45,7;;Multiple matches found;No matches found;DDA for preferred ion;[M+H]+1;6462782,309;;4;
;FALSO;;C44 H86 N4 O S;Full match;No results;No results;No results;No results;0,05;718,65227;719,65955;1,135;157462,1552;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;157462,1552;;7,6
;FALSO;;C5 H14 N4 O8 P2;Full match;No results;No results;No match;No results;-3,99;320,02741;321,03469;1,071;327945,2808;2;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;327945,2808;249121,6009;6,5;3,8
;FALSO;;;No results;No results;No results;No results;No results;;623,74913;624,75641;1,127;215196,8831;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;215196,8831;;7,6
;FALSO;;C11 H11 O4 P;Full match;No results;No results;No results;No match;-1,74;238,03908;120,02682;0,3;52169,17711;0;0;0;;;;;No matches found;Single match found;No MS2;[M+2H]+2;52169,17711;;7,6;
;FALSO;;C69 H100 N9 O17 P3 S2;Full match;No results;No results;No results;No results;0,04;1483,58921;742,80188;1,108;208597,8606;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;;208597,8606;;7,1
;FALSO;4,5-Dihydro-6-methyl-3(2H)-pyridazinone;C5 H8 N2 O;Full match;No results;No results;Full match;No results;-0,35;112,06362;113,0709;1,404;178992,4353;8;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;178992,4353;;7,1;
;FALSO;;C27 H47 N4 O7 P3 S;Full match;No results;No results;No results;No match;0,75;664,23833;665,24561;6,945;417434,1368;0;0;0;;;;;No matches found;Single match found;No MS2;[M+H]+1;;417434,1368;;6,3
;FALSO;;C38 H76 N2 O17;Full match;No results;No results;No results;No results;0,27;832,51462;417,26459;6,759;1025911,73;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;717790,1233;1025911,73;5,2;2,8
;FALSO;;;No results;No results;No results;No results;No results;;291,32051;292,32779;1,522;125914,2882;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;125914,2882;;4,9;
;FALSO;1-(1Z-octadecenyl)-2-linoleoyl-sn-glycero-3-phosphoethanolamine;C41 H78 N O7 P;No results;No results;No results;Full match;No results;0,46;727,55193;728,5592;1,149;186820,5225;15;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;186820,5225;;6,5
;FALSO;;C47 H94 Cl3 N3 O17 S5;Full match;No results;No results;No results;No results;0,12;1237,42539;619,71997;1,135;127762,0414;0;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;127762,0414;;7,1;
;FALSO;Decylamine oxide;C12 H27 N O;Full match;No results;No results;Full match;No results;-0,06;201,20925;202,21653;6,297;342333,5994;3;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;319919,6094;342333,5994;4,9;6,5
;FALSO;;;No results;No results;No results;No results;No results;;765,54082;766,5481;1,147;201468,2856;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;201468,2856;;7,1;
;FALSO;;C9 H12 N3 P3 S;Full match;No results;No results;No match;No results;1,17;286,99681;288,00409;0,306;312873,2772;1;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;228575,6216;312873,2772;4,9;6,5
;FALSO;N-(2,6-dioxopiperidin-3-yl)acetamide;C7 H10 N2 O3;Full match;No results;No results;Full match;Partial match;0,07;170,06915;171,07643;1,734;575353,9379;6;0;0;;;;;No matches found;Single match found;DDA for preferred ion;[M+H]+1;575353,9379;539914,1606;4,1;4,1
;FALSO;;C5 H12 Cl4 N4 O6 S4;Full match;No results;No results;No results;No results;-1,18;491,8388;492,84607;1,216;317335,1852;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;317335,1852;303972,6934;4,3;7,6
;FALSO;;;No results;No results;No results;No results;No results;;598,72154;599,72882;1,132;168716,9553;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;168716,9553;;7,6;
;FALSO;;;No results;No results;No results;No results;No results;;607,77666;608,78394;1,128;209422,2782;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;209422,2782;;7,1
;FALSO;;C25 H47 N O6;Full match;No results;No results;No results;No results;-0,05;457,34032;458,34759;6,92;381590,0331;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;359901,7154;381590,0331;5,4;3,8
;FALSO;;C54 H90 N5 O9 P3;Full match;No results;No results;No match;No results;-0,19;1045,59494;523,80475;7,794;432014,2954;3;0;0;;;;;No matches found;No matches found;No MS2;[M+2H]+2;;432014,2954;;6,8
;FALSO;;;No results;No results;No results;No results;No results;;250,15456;251,16183;1,119;519740,2597;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;519740,2597;;4,7;
;FALSO;4-{Methyl[(3R,4R)-4-methyl-1-propionyl-3-piperidinyl]amino}-5,7-dihydro-6H-pyrrolo[2,3-d]pyrimidin-6-one;C16 H23 N5 O2;Full match;No results;No results;Not the top hit;No results;-3,87;317,18395;318,19122;4,412;354697,685;3;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;347914,7404;354697,685;6,5;7,1
;FALSO;;C7 H5 Cl3 O9;Full match;No results;No results;No results;No results;-4,86;337,89827;338,90555;1,199;283847,5723;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;283847,5723;;7,1;
;FALSO;;C10 H3 Cl O8;Full match;No results;No results;No results;No results;-2,5;285,95093;286,95821;6,933;1331835,607;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;1331835,607;1294544,797;3,4;4,5
;FALSO;;C5 H3 Br2 Cl4 P3 S2;Full match;No results;No results;No results;No results;-2,75;517,59956;518,60611;1,177;249486,7048;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;249486,7048;219948,7197;7,1;7,6
;FALSO;;;No results;No results;No results;No results;No results;;545,8156;546,82287;1,097;213925,4276;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;169692,495;213925,4276;7,6;7,1
;FALSO;Tridecylamine;C13 H29 N;Full match;No results;No results;Full match;No results;-0,43;199,22991;200,23719;6,876;753489,9039;4;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;529114,9509;753489,9039;4,7;4,1
;FALSO;;;No results;No results;No results;No results;No results;;305,73271;306,73999;1,168;422276,2739;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;422276,2739;348150,4358;4,1;2,7
;FALSO;;;No results;No results;No results;No results;No results;;269,28041;270,28769;1,51;80267,1582;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;80267,1582;;8,2;
;FALSO;Pentane-1,5-dithiol;C5 H12 S2;Full match;No results;No results;Not the top hit;No match;3,37;136,0385;137,04578;2,705;760614,8358;12;0;0;;;;;Multiple matches found;No matches found;No MS2;[M+H]+1;760614,8358;;4,1;
;FALSO;;C8 H4 Cl N O5 P2;Full match;No results;No results;No results;No results;4,05;290,9265;291,93378;1,158;200211,8121;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;200211,8121;;8,2;
;FALSO;?-Acetylenic gaba;C6 H9 N O2;Full match;No results;No results;Full match;Full match;0,1;127,06334;128,07062;1,855;18972733,08;25;0;0;;;;;Multiple matches found;Multiple matches found;DDA for preferred ion;[M+H]+1;18972733,08;;4;
;FALSO;;C33 H76 Cl N9 O10;Full match;No results;No results;No results;No results;2,11;793,54204;794,54932;1,139;206485,1788;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;206485,1788;;7,1
;FALSO;;C5 H6 N2 O5;Full match;No results;No results;No results;No results;-4,41;174,0269;175,03418;4,755;618378,3995;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;594435,7009;618378,3995;6,8;4,7
;FALSO;holmium chloride;Cl3 Ho;No results;No results;No results;Full match;No results;1,29;269,83722;270,84372;1,144;195143,9768;1;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;195143,9768;;7,6;
;FALSO;;;No results;No results;No results;No results;No results;;363,12793;364,13521;1,965;204217,717;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;204217,717;200299,8596;5,4;6,5
;FALSO;;C3 H N O9 S;Full match;No results;No results;No results;No results;-0,09;226,93718;227,94446;1,172;255990,1042;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;255990,1042;252469,7484;7,6;7,6
;FALSO;;C6 H5 Cl N6 O4;Full match;No results;No results;No match;No results;-2,66;260,00539;261,01266;3,956;244167,7663;2;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;244167,7663;;7,6
;FALSO;;;No results;No results;No results;No results;No results;;114,95682;115,9641;0,34;190721,1968;0;0;0;;;;;No matches found;No matches found;DDA for preferred ion;[M+H]+1;;190721,1968;;6,5
;FALSO;;;No results;No results;No results;No results;No results;;135,96229;136,96957;1,064;310594,8323;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;310594,8323;303515,1833;7,1;6,5
;FALSO;;C23 H6 N2 O3;Full match;No results;No results;No match;No match;-3,11;358,03673;359,04401;1,338;339440,7744;2;0;0;;;;;No matches found;Single match found;No MS2;[M+H]+1;;339440,7744;;4,9
;FALSO;NPYR;C4 H8 N2 O;Full match;No results;No results;Full match;No results;0,14;100,06368;101,07095;1,502;75461,24068;13;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;75461,24068;;5,4
;FALSO;;C6 H12 Cl N2 O8 P3;Full match;No results;No results;No results;No results;3;367,95061;368,95788;1,202;393835,6055;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;393835,6055;327275,4071;4,3;3,3
;FALSO;;;No results;No results;No results;No results;No results;;748,63085;749,63812;1,134;145135,8571;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;145135,8571;;7,6;
;FALSO;CHOLESTERYL ARACHIDATE;C47 H84 O2;No results;No results;No results;Full match;No results;-4,74;680,64391;681,65118;1,14;177500,7962;5;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;177500,7962;;7,1
;FALSO;;;No results;No results;No results;No results;No results;;638,66319;639,67047;1,137;162344,3059;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;162344,3059;;7,6
;FALSO;;;No results;No results;No results;No results;No results;;73,96813;74,9754;0,96;238425,2617;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;238425,2617;;7,1
;FALSO;Diethyl (E)-azodicarboxylate;C6 H10 N2 O4;Full match;No results;No results;Full match;Full match;-0,08;174,06404;175,07132;1,408;180525,6173;14;0;0;;;;;Multiple matches found;No matches found;DDA for preferred ion;[M+H]+1;;180525,6173;;7,1
;FALSO;Nicotinamide;C6 H6 N2 O;Full match;No results;No results;Full match;Full match;0,29;122,04805;123,05532;2,523;1616961,152;11;0;0;;;;;Single match found;No matches found;No MS2;[M+H]+1;1616961,152;1472835,364;5;4,5
;FALSO;Methyl 2,6-di-O-stearoyl-?-D-glucopyranoside;C43 H82 O8;No results;No results;No results;Full match;No results;-4,92;726,5974;727,60467;1,142;137783,3878;7;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;131729,7461;137783,3878;7,6;7,1
;FALSO;;;No results;No results;No results;No results;No results;;487,63875;488,64603;1,15;134696,1709;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;134696,1709;;7,6;
;FALSO;;;No results;No results;No results;No results;No results;;735,62822;736,6355;1,136;178284,8476;0;0;0;;;;;No matches found;No matches found;No MS2;[M+H]+1;;178284,8476;;6,5
